n	||x*-xk||	||x*-xk||/||x*||
2	1.4895204919483639E-15	6.661338147750939E-16
4	1.1436782169140811E-12	2.0880611931037622E-13
8	3.003252604901448E-6	2.1026974049743696E-7
16	178.00005587999686	4.602081885698595
32	19304.142220108544	180.4834966338566
64	29420.589800953367	98.37516631700096
128	151988.3036091306	180.72548182561837
256	672902.8485715465	283.7153054519577
512	5.900818949525565E7	8809.115802594704
1024	9.28123218904969E7	4902.2829307959155

